Date,Open,High,Low,Close,Adj Close,Volume
2024-01-02,405.839996,406.089996,400.239990,402.589996,399.615753,58026900
2024-01-03,399.929993,401.000000,397.890015,398.329987,395.387207,47002800
2024-01-04,396.440002,399.589996,396.059998,396.279999,393.352386,39432800
2024-01-05,396.450012,399.559998,395.339996,396.750000,393.818878,44867900
2024-01-08,397.989990,405.239990,397.839996,404.950012,401.958313,42473800
2024-01-09,401.910004,406.690002,401.709991,405.750000,402.752380,39132900
2024-01-10,406.070007,409.519989,405.170013,408.500000,405.482086,33962800
2024-01-11,409.790009,411.200012,404.239990,409.350006,406.325806,54536200
2024-01-12,410.399994,411.250000,408.149994,409.559998,406.534241,39581400
2024-01-16,408.309998,411.119995,406.829987,409.519989,406.494507,43903000
2024-01-17,406.170013,407.589996,402.920013,407.209991,404.201599,54386000
2024-01-18,410.519989,413.579987,409.160004,412.989990,409.938904,59562500
2024-01-19,415.220001,421.339996,414.630005,421.179993,418.068390,70268500
2024-01-22,423.410004,424.730011,421.119995,421.730011,418.614319,44880600
2024-01-23,422.429993,423.700012,420.570007,423.480011,420.351410,33003800
2024-01-24,427.440002,429.850006,425.329987,425.829987,422.684052,46948000
2024-01-25,428.359985,429.040009,423.980011,426.350006,423.200226,44367200
2024-01-26,424.440002,426.209991,423.149994,423.809998,420.678955,37137000
2024-01-29,424.269989,428.350006,423.609985,428.149994,424.986908,38694700
2024-01-30,427.100006,427.679993,424.380005,425.299988,422.157990,36739000
2024-01-31,420.850006,422.869995,416.790009,416.970001,413.889526,64010600
2024-02-01,418.790009,422.380005,417.809998,421.880005,418.763245,51008600
2024-02-02,423.799988,430.239990,422.790009,429.010010,425.840546,59582300
2024-02-05,429.070007,429.609985,425.000000,428.450012,425.284698,39889200
2024-02-06,429.609985,430.220001,425.220001,427.589996,424.431030,35846100
2024-02-07,430.410004,432.829987,429.089996,431.989990,428.798553,37712700
2024-02-08,432.109985,433.559998,431.420013,432.790009,429.592651,29889900
2024-02-09,433.940002,437.850006,433.140015,437.049988,433.821167,36943900
2024-02-12,436.940002,439.140015,434.649994,435.339996,432.123779,33203300
2024-02-13,427.279999,431.269989,425.329987,428.549988,425.383942,64491700
2024-02-14,431.260010,433.649994,428.880005,433.220001,430.019470,45092700
2024-02-15,433.920013,434.980011,431.329987,434.510010,431.299957,38796100
2024-02-16,434.890015,434.989990,429.850006,430.570007,427.389038,53661500
2024-02-20,428.549988,430.079987,423.500000,427.320007,424.163055,53999500
2024-02-21,424.549988,425.700012,421.630005,425.609985,422.465668,50179700
2024-02-22,434.489990,439.119995,433.709991,438.070007,434.833649,53887800
2024-02-23,439.649994,440.589996,435.790009,436.779999,433.553131,39853900
2024-02-26,437.600006,438.600006,436.359985,436.549988,433.324829,33043200
2024-02-27,437.670013,437.989990,435.029999,437.600006,434.367096,33713200
2024-02-28,435.429993,436.670013,434.299988,435.269989,432.054291,32938800
2024-02-29,438.230011,440.089996,435.019989,439.000000,435.756775,42495200
2024-03-01,439.899994,446.579987,439.839996,445.609985,442.317932,43809200
2024-03-04,445.609985,446.040009,443.769989,444.019989,440.739624,34325700
2024-03-05,440.940002,440.950012,433.649994,436.049988,432.828583,57917100
2024-03-06,440.320007,441.989990,436.890015,438.790009,435.548340,46234500
2024-03-07,442.420013,446.720001,440.859985,445.450012,442.159149,44526700
2024-03-08,445.809998,448.640015,438.339996,439.019989,435.776611,71954300
2024-03-11,437.510010,438.660004,435.440002,437.390015,434.158661,45860000
2024-03-12,439.730011,444.019989,436.459991,443.660004,440.382355,55300900
2024-03-13,442.649994,442.670013,439.119995,440.250000,436.997559,37928700
2024-03-14,441.500000,442.029999,436.390015,439.140015,435.895721,52195200
2024-03-15,436.070007,438.869995,432.739990,433.920013,430.714264,73038800
2024-03-18,438.730011,441.040009,437.239990,437.480011,434.822205,47323800
2024-03-19,435.450012,438.980011,433.329987,438.570007,435.905579,43004100
2024-03-20,439.779999,444.109985,438.059998,443.769989,441.073944,43653500
2024-03-21,448.880005,449.339996,445.670013,445.869995,443.161224,39345700
2024-03-22,445.350006,447.489990,444.489990,446.380005,443.668121,28229300
2024-03-25,443.549988,446.260010,442.540009,444.760010,442.057983,27789200
2024-03-26,446.299988,447.230011,443.089996,443.320007,440.626678,34142000
2024-03-27,446.440002,446.540009,441.929993,444.829987,442.127502,41359200
2024-03-28,444.779999,445.640015,443.649994,444.010010,441.312561,36839600
2024-04-01,444.970001,447.529999,443.019989,444.950012,442.246826,38729000
2024-04-02,440.079987,441.429993,438.029999,441.109985,438.430145,44259700
2024-04-03,438.959991,444.000000,438.950012,442.100006,439.414124,39949800
2024-04-04,446.329987,446.950012,435.109985,435.339996,432.695190,57267700
2024-04-05,436.779999,443.170013,435.959991,440.470001,437.794006,54723000
2024-04-08,441.410004,442.500000,439.200012,440.600006,437.923248,28144900
2024-04-09,442.959991,443.239990,437.440002,442.230011,439.543335,39521600
2024-04-10,437.000000,439.239990,436.279999,438.369995,435.706757,61502200
2024-04-11,440.260010,446.329987,437.959991,445.369995,442.664246,45474600
2024-04-12,441.100006,442.239990,436.880005,438.269989,435.607422,53602600
2024-04-15,442.059998,442.149994,430.209991,431.059998,428.441193,63453600
2024-04-16,430.899994,433.760010,429.700012,431.100006,428.480988,47619000
2024-04-17,433.100006,433.119995,424.899994,425.839996,423.252869,56880500
2024-04-18,426.489990,428.239990,422.829987,423.410004,420.837677,46549400
2024-04-19,422.220001,422.750000,413.070007,414.649994,412.130920,75136600
2024-04-22,417.309998,421.179993,413.940002,418.820007,416.275574,47807700
2024-04-23,420.769989,426.279999,418.869995,425.070007,422.487610,44384700
2024-04-24,428.200012,429.730011,424.200012,426.510010,423.918854,48440300
2024-04-25,419.239990,425.320007,418.140015,424.450012,421.871368,57392200
2024-04-26,427.619995,432.549988,426.920013,431.000000,428.381531,41874900
2024-04-29,433.130005,433.760010,429.980011,432.750000,430.120911,30022200
2024-04-30,431.149994,432.559998,424.510010,424.589996,422.010498,43665900
2024-05-01,423.149994,430.140015,420.660004,421.519989,418.959106,52251700
2024-05-02,425.299988,427.809998,420.630005,426.899994,424.306458,36559000
2024-05-03,434.440002,436.480011,432.619995,435.480011,432.834351,48515300
2024-05-06,437.299988,440.339996,436.519989,440.250000,437.575378,30227200
2024-05-07,440.700012,441.970001,439.579987,440.320007,437.644928,30996100
2024-05-08,437.670013,441.480011,437.549988,440.059998,437.386536,24896700
2024-05-09,440.329987,441.600006,438.459991,441.019989,438.340668,24580100
2024-05-10,442.540009,444.309998,440.500000,442.059998,439.374359,27116600
2024-05-13,443.989990,444.089996,441.649994,443.079987,440.388153,22994200
2024-05-14,442.649994,446.470001,442.459991,445.929993,443.220825,34478300
2024-05-15,448.429993,453.149994,446.899994,452.899994,450.148499,41464700
2024-05-16,452.709991,454.690002,451.809998,451.980011,449.234100,34780400
2024-05-17,452.109985,452.720001,449.540009,451.760010,449.015442,35803700
2024-05-20,451.980011,455.579987,451.790009,454.910004,452.146301,24474200
2024-05-21,453.040009,455.989990,452.839996,455.799988,453.030884,23167700
2024-05-22,456.059998,456.820007,453.079987,455.709991,452.941437,25120000
2024-05-23,460.549988,460.579987,451.850006,453.660004,450.903900,40899200
2024-05-24,455.290009,459.230011,453.570007,457.950012,455.167847,29651000
2024-05-28,459.179993,459.739990,456.690002,459.679993,456.887299,26216800
2024-05-29,455.480011,458.239990,455.339996,456.440002,453.666992,29739200
2024-05-30,455.500000,455.640015,450.209991,451.549988,448.806702,30714100
2024-05-31,451.779999,452.480011,443.059998,450.709991,447.971802,55941300
2024-06-03,454.570007,455.579987,447.899994,453.130005,450.377106,32997500
2024-06-04,452.869995,455.579987,451.130005,454.369995,451.609589,23767400
2024-06-05,457.980011,463.609985,454.410004,463.529999,460.713898,33817400
2024-06-06,464.220001,464.540009,462.190002,463.369995,460.554901,21966800
2024-06-07,463.000000,465.739990,461.839996,462.959991,460.147400,25829700
2024-06-10,461.820007,465.190002,461.529999,464.829987,462.006012,20719800
2024-06-11,463.540009,468.140015,462.029999,468.019989,465.176636,22053300
2024-06-12,471.989990,476.500000,471.290009,474.149994,471.269409,34532600
2024-06-13,477.720001,478.390015,474.420013,476.720001,473.823792,25859000
2024-06-14,476.519989,479.260010,476.049988,479.190002,476.278809,23372600
2024-06-17,479.459991,486.859985,478.140015,485.059998,482.113098,37054500
2024-06-18,485.010010,485.899994,483.429993,485.209991,482.262207,24438600
2024-06-20,486.420013,486.839996,479.619995,481.470001,478.544952,33918700
2024-06-21,481.190002,482.540009,478.670013,480.179993,477.262756,39432900
2024-06-24,478.179993,479.929993,473.820007,473.959991,471.829315,37751000
2024-06-25,476.070007,479.679993,475.119995,479.380005,477.224945,29250200
2024-06-26,478.549988,480.920013,478.130005,480.369995,478.210510,22737100
2024-06-27,480.119995,483.100006,479.299988,481.609985,479.444916,26222100
2024-06-28,482.410004,487.200012,478.459991,479.109985,476.956146,34881600
2024-07-01,480.040009,482.489990,476.260010,481.920013,479.753571,24898300
2024-07-02,480.410004,487.040009,480.279999,486.980011,484.790802,26723600
2024-07-03,486.220001,491.170013,486.220001,491.040009,488.832550,18064900
2024-07-05,491.890015,496.600006,491.589996,496.160004,493.929535,28495900
2024-07-08,496.529999,497.899994,495.500000,497.339996,495.104187,22109400
2024-07-09,498.869995,500.000000,496.239990,497.769989,495.532257,25614500
2024-07-10,499.709991,503.519989,498.390015,502.959991,500.698944,28046900
2024-07-11,503.070007,503.279999,490.730011,491.929993,489.718536,49966600
2024-07-12,492.510010,499.619995,492.040009,494.820007,492.595520,37109400
2024-07-15,496.609985,501.010010,494.089996,496.149994,493.919525,31151400
2024-07-16,497.619995,498.440002,493.149994,496.339996,494.108704,25950600
2024-07-17,488.279999,488.799988,481.700012,481.769989,479.604218,56268800
2024-07-18,485.529999,485.709991,476.269989,479.489990,477.334442,49347400
2024-07-19,479.149994,481.690002,473.940002,475.239990,473.103546,42042900
2024-07-22,481.160004,483.350006,477.709991,482.320007,480.151733,40300000
2024-07-23,481.410004,484.429993,480.140015,480.619995,478.459351,23282500
2024-07-24,473.820007,474.190002,462.510010,463.380005,461.296906,58818600
2024-07-25,463.720001,467.940002,455.630005,458.269989,456.209839,59256800
2024-07-26,462.649994,465.929993,459.769989,462.970001,460.888733,39992100
2024-07-29,465.709991,467.910004,461.619995,463.899994,461.814514,28218500
2024-07-30,465.850006,466.559998,454.149994,457.529999,455.473206,41317200
2024-07-31,467.869995,472.790009,466.410004,471.070007,468.952301,44552100
2024-08-01,471.760010,475.549988,455.980011,459.660004,457.593597,56653900
2024-08-02,450.890015,453.570007,444.470001,448.750000,446.732635,66323200
2024-08-05,424.709991,442.290009,423.450012,435.369995,433.412811,87483500
2024-08-06,437.230011,447.070007,434.559998,439.529999,437.554108,63164400
2024-08-07,446.489990,449.000000,434.369995,434.769989,432.815460,54929200
2024-08-08,441.059998,448.989990,437.149994,448.070007,446.055725,47890100
2024-08-09,446.739990,452.059998,445.609985,450.410004,448.385193,33574000
2024-08-12,451.390015,454.369995,448.549988,451.380005,449.350830,27795000
2024-08-13,455.820007,462.850006,455.679993,462.579987,460.500458,40084500
2024-08-14,463.510010,465.109985,458.399994,462.730011,460.649780,34733700
2024-08-15,468.760010,474.820007,468.380005,474.420013,472.287262,38280600
2024-08-16,472.619995,476.410004,471.649994,475.029999,472.894501,38383600
2024-08-19,475.170013,481.309998,473.369995,481.269989,479.106445,23737700
2024-08-20,480.350006,482.940002,478.549988,480.260010,478.100983,29209300
2024-08-21,481.049988,484.369995,479.320007,482.500000,480.330902,25658800
2024-08-22,484.839996,485.540009,473.809998,474.850006,472.715332,37739600
2024-08-23,479.239990,482.739990,475.279999,480.000000,477.842163,36061500
2024-08-26,479.450012,480.380005,473.239990,475.339996,473.203094,27452600
2024-08-27,473.690002,477.839996,471.709991,476.760010,474.616730,27510000
2024-08-28,476.290009,477.019989,467.890015,471.350006,469.231018,37372400
2024-08-29,473.279999,477.929993,469.369995,470.660004,468.544159,41081500
2024-08-30,475.040009,476.899994,470.510010,476.269989,474.128937,33466500
2024-09-03,473.200012,473.329987,459.410004,461.809998,459.733948,44985200
2024-09-04,458.670013,464.450012,457.730011,460.609985,458.539337,32505100
2024-09-05,458.970001,465.359985,457.940002,461.040009,458.967407,34452400
2024-09-06,460.329987,461.220001,448.190002,448.690002,446.672913,50624400
2024-09-09,453.059998,455.459991,449.820007,454.459991,452.416962,32981200
2024-09-10,456.239990,459.170013,452.230011,458.660004,456.598114,29680300
2024-09-11,459.910004,469.369995,451.279999,468.619995,466.513275,57843000
2024-09-12,468.649994,474.040009,466.850006,473.220001,471.092651,40175500
2024-09-13,472.480011,476.529999,472.250000,475.339996,473.203094,29111800
2024-09-16,473.190002,473.859985,469.890015,473.239990,471.112549,22585600
2024-09-17,476.290009,477.600006,470.970001,473.489990,471.361420,30084400
2024-09-18,474.700012,478.829987,470.829987,471.440002,469.320648,39909200
2024-09-19,482.609985,486.230011,480.489990,483.359985,481.187042,52782500
2024-09-20,482.489990,483.690002,478.299988,482.440002,480.271179,34577700
2024-09-23,482.950012,484.140015,481.600006,483.040009,481.544250,24843000
2024-09-24,484.459991,486.329987,480.170013,485.369995,483.867004,25952600
2024-09-25,484.739990,487.790009,484.559998,485.820007,484.315643,26549900
2024-09-26,493.369995,493.700012,485.799988,489.470001,487.954346,32020200
2024-09-27,490.500000,490.640015,485.559998,486.750000,485.242737,22851100
2024-09-30,485.779999,488.410004,482.920013,488.070007,486.558655,30281100
2024-10-01,487.700012,488.000000,477.399994,481.269989,479.779694,42735400
2024-10-02,480.359985,483.880005,477.720001,481.950012,480.457611,23744000
2024-10-03,479.739990,484.549988,478.989990,481.589996,480.098724,25337200
2024-10-04,487.450012,487.880005,482.390015,487.320007,485.810974,30686600
2024-10-07,485.390015,486.570007,480.869995,482.100006,480.607147,24975100
2024-10-08,484.660004,489.989990,483.850006,489.299988,487.784851,28272000
2024-10-09,489.000000,493.730011,487.950012,493.149994,491.622894,24995000
2024-10-10,490.850006,494.470001,489.529999,492.589996,491.064667,25750400
2024-10-11,490.739990,494.390015,490.170013,493.359985,491.832245,20644500
2024-10-14,495.769989,498.829987,495.260010,497.500000,495.959473,26060100
2024-10-15,497.829987,498.500000,488.679993,490.850006,489.330078,34784500
2024-10-16,491.179993,491.690002,487.570007,490.910004,489.389893,22996800
2024-10-17,496.440002,496.489990,491.190002,491.250000,489.728821,27210700
2024-10-18,494.059998,495.570007,493.299988,494.470001,492.938843,25335000
2024-10-21,493.250000,496.230011,491.309998,495.420013,493.885925,30336500
2024-10-22,492.730011,497.450012,491.970001,495.959991,494.424225,26685800
2024-10-23,493.589996,494.250000,485.049988,488.359985,486.847748,39346600
2024-10-24,492.109985,493.000000,489.440002,492.320007,490.795502,22024900
2024-10-25,495.140015,500.279999,494.429993,495.320007,493.786224,38762100
2024-10-28,498.459991,498.519989,495.100006,495.399994,493.865967,20477800
2024-10-29,495.720001,501.350006,493.850006,500.160004,498.611237,28014100
2024-10-30,499.390015,500.350006,495.890015,496.380005,494.842926,29756000
2024-10-31,492.380005,492.429993,483.750000,483.850006,482.351746,41245200
2024-11-01,485.500000,490.750000,485.200012,487.429993,485.920624,33655800
2024-11-04,486.820007,489.380005,484.250000,486.010010,484.505035,23291600
2024-11-05,487.609985,492.880005,487.519989,492.209991,490.685822,24353600
2024-11-06,500.559998,506.410004,499.600006,505.579987,504.014435,43082200
2024-11-07,508.399994,514.330017,508.339996,513.539978,511.949738,32853100
2024-11-08,513.039978,514.919983,512.409973,514.140015,512.547974,22924500
2024-11-11,515.369995,515.580017,510.920013,513.840027,512.248840,24167500
2024-11-12,513.770020,514.659973,509.829987,512.909973,511.321716,25835300
2024-11-13,512.400024,514.979980,509.950012,512.250000,510.663788,24567400
2024-11-14,511.910004,512.789978,507.769989,508.690002,507.114807,28679500
2024-11-15,502.940002,503.329987,494.489990,496.570007,495.032349,51461100
2024-11-18,498.130005,502.140015,496.730011,500.019989,498.471649,27192700
2024-11-19,497.420013,503.950012,497.079987,503.459991,501.901001,24523000
2024-11-20,503.160004,503.480011,496.559998,503.170013,501.611908,29565500
2024-11-21,506.239990,506.959991,497.559998,504.980011,503.416290,34526700
2024-11-22,504.420013,506.529999,502.779999,505.790009,504.223816,23826600
2024-11-25,509.899994,511.450012,504.260010,506.589996,505.021301,26375200
2024-11-26,508.079987,510.140015,507.230011,509.309998,507.732880,26557100
2024-11-27,508.170013,508.239990,501.929993,505.299988,503.735291,24957400
2024-11-29,505.929993,510.339996,505.309998,509.739990,508.161530,15334000
2024-12-02,511.010010,516.260010,510.619995,515.289978,513.694336,25147200
2024-12-03,513.950012,517.150024,513.369995,516.869995,515.269470,18597900
2024-12-04,520.320007,523.520020,519.599976,523.260010,521.639709,26086200
2024-12-05,523.309998,524.039978,521.419983,521.809998,520.194153,18169600
2024-12-06,522.479980,526.719971,522.349976,526.479980,524.849670,23762600
2024-12-09,525.549988,526.349976,521.219971,522.380005,520.762390,20674400
2024-12-10,523.619995,525.380005,519.159973,520.599976,518.987915,24350000
2024-12-11,525.000000,530.609985,524.590027,529.919983,528.279053,32168600
2024-12-12,527.679993,528.960022,526.020020,526.500000,524.869690,23577500
2024-12-13,530.460022,533.169983,527.299988,530.530029,528.887207,28780400
2024-12-16,533.080017,539.150024,533.000000,538.169983,536.503540,31979900
2024-12-17,536.359985,537.479980,534.130005,535.799988,534.140808,28579100
2024-12-18,535.150024,536.880005,515.010010,516.469971,514.870667,54703200
2024-12-19,521.190002,521.760010,513.830017,514.169983,512.577820,46441800
2024-12-20,510.440002,524.820007,509.290009,518.659973,517.053894,60530000
2024-12-23,519.549988,523.250000,516.130005,522.869995,522.091431,29672800
2024-12-24,524.830017,530.049988,524.190002,529.960022,529.170898,17558200
2024-12-26,528.320007,531.239990,526.309998,529.599976,528.811401,19090500
2024-12-27,526.010010,526.450012,517.859985,522.559998,521.781860,33839600
