Date,NVIDIA,AMD,Intel,Microsoft,S&P 500,NASDAQ,Dell,Hewlett Packard Enterprise,SuperMicro
2024-05-22,495.7550726090263,228.46102257257513,115.84463091475395,179.60752377356434,134.68982094153492,158.28897762496263,380.42381460914305,117.7663345629806,1210.6890752807433
2024-05-23,541.9577431913647,221.43547224715553,110.90408664580332,178.13903526398914,133.70600344668784,157.57692166748785,395.3287214226479,118.35030975707271,1174.7954942464994
2024-05-23,541.9577431913647,221.43547224715553,110.90408664580332,178.13903526398914,133.70598774231394,157.57692166748785,395.3287214226479,118.35030975707271,1174.7954942464994
2024-05-24,555.898397346622,229.62043876965242,113.26374553759679,179.45733872664172,134.59066918857627,159.06703883527751,412.34457839423476,119.45337104859249,1225.3985858865938
2024-05-24,555.898397346622,229.62043876965242,113.26374553759679,179.45733872664172,134.59066918857627,159.06703883527751,412.34457839423476,119.45337104859249,1225.3985858865938
2024-05-28,594.7024416348403,236.86681588130364,114.51732023724783,179.52409495634652,134.68472963500494,159.66793395531306,427.5326703928919,119.45337104859249,1212.6992929432968
2024-05-28,594.7024416348403,236.86681588130364,114.51732023724783,179.52409495634652,134.68472963500494,159.66793395531306,427.5326703928919,119.45337104859249,1212.6992929432968
2024-05-29,599.5268592471939,227.93651599461074,111.08843215598057,179.0443307917397,133.74159419203232,158.54253658375728,461.332720942871,117.96101519091766,1164.1757937058087
2024-05-29,599.5268592471939,227.93651599461074,111.08843215598057,179.0443307917397,133.74157848765844,158.54253658375728,461.332720942871,117.96101519091766,1164.1757937058087
2024-05-30,576.9450783495578,230.15873968911276,111.30965864134421,172.99510708462694,132.85438279687892,156.844016041772,437.4178081515391,120.16707775321002,1147.8441563843062
2024-05-30,576.9450783495578,230.15873968911276,111.30965864134421,172.99510708462694,132.85436709250502,156.844016041772,437.4178081515391,120.16707775321002,1147.8441563843062
2024-05-31,572.4182846502389,230.36577075358608,113.74306093171214,173.1870128343928,134.06444239371638,156.55224439841254,359.2633989467593,114.52211314377669,1087.6333841674755
2024-05-31,572.4182846502389,230.36577075358608,113.74306093171214,173.1870128343928,134.06444239371638,156.55224439841254,359.2633989467593,114.52211314377669,1087.6333841674755
2024-06-03,600.4406122934073,225.74190444755988,111.67835337205835,172.51533075116706,134.17374483608967,157.3928235107123,339.87927099585056,116.46864599529904,1068.3349230555941
2024-06-03,600.4406122934073,225.74190444755988,111.67835337205835,172.51533075116706,134.1737605404636,157.3928235107123,339.87927099585056,116.46864599529904,1068.3349230555941
2024-06-04,607.943483211988,220.8281733952315,110.71974484598574,173.57917300634188,134.32374529216017,157.8235380757172,349.48118427772533,114.19768766737037,1069.7491057812283
2024-06-04,607.943483211988,220.8281733952315,110.71974484598574,173.57917300634188,134.32372958778623,157.8235380757172,349.48118427772533,114.19768766737037,1069.7491057812283
2024-06-05,639.2864923169795,229.35818479053904,113.48497202296043,176.8916367706971,135.92019762157565,161.00521156785067,354.372252320622,126.39605090159498,1112.6022320809648
2024-06-05,639.2864923169795,229.35818479053904,113.48497202296043,176.8916367706971,135.92019762157565,161.00521156785067,354.372252320622,126.39605090159498,1112.6022320809648
2024-06-06,631.7574805924755,230.2001461780599,112.15766134545436,177.10438986380026,135.9176522257594,160.9496470499692,344.84756016981214,127.10978428210018,1078.4971579093303
2024-06-06,631.7574805924755,230.2001461780599,112.15766134545436,177.10438986380026,135.9176522257594,160.9496470499692,344.84756016981214,127.10978428210018,1078.4971579093303
2024-06-07,631.183150634083,231.70462657162014,113.33748893617124,176.8248935490766,135.75242547811817,160.8072380950757,334.5762565086896,129.96475114898053,1066.283141549979
2024-06-07,631.183150634083,231.70462657162014,113.33748893617124,176.8248935490766,135.75242547811817,160.8072380950757,334.5762565086896,129.96475114898053,1066.283141549979
2024-06-10,635.8926897197064,221.31125278031413,113.96427257563708,178.5019859924836,136.17186407512196,161.45676531702753,340.96040612237834,133.5983138171428,1090.8914044087066
2024-06-10,635.8926897197064,221.31125278031413,113.96427257563708,178.5019859924836,136.17184837074805,161.45676531702753,340.96040612237834,133.5983138171428,1090.8914044087066
2024-06-11,631.3498772687856,219.40650597956548,114.00114241974447,180.50864454549057,136.4998030684385,162.56480002172856,338.8752365060854,133.4036465271496,1064.203549147373
2024-06-11,631.3498772687856,219.40650597956548,114.00114241974447,180.50864454549057,136.4998030684385,162.56480002172856,338.8752365060854,133.4036465271496,1064.203549147373
2024-06-12,653.7507460314417,221.17323897197676,113.41122862438601,184.00467713643172,137.62089326792855,164.69403512871875,339.31286133392587,135.67461819302207,1074.0884375433247
2024-06-12,653.7507460314417,221.17323897197676,113.41122862438601,184.00467713643172,137.62089326792855,164.69403512871875,339.31286133392587,135.67461819302207,1074.0884375433247
2024-06-13,676.7783047084109,220.7039346047178,112.30513701152421,184.2216179934435,137.89798355813323,165.58671272565186,347.57627675697125,141.189844622958,1207.6805906003049
2024-06-13,676.7783047084109,220.7039346047178,112.30513701152421,184.2216179934435,137.89798355813323,165.58671272565186,347.57627675697125,141.189844622958,1207.6805906003049
2024-06-14,688.6314496823958,220.33127896471828,112.26827458813618,184.63463851681422,137.9818933151472,166.44466498887547,347.4733169951791,140.1516991039903,1170.8582004713712
2024-06-14,688.6314496823958,220.33127896471828,112.26827458813618,184.63463851681422,137.98187761077332,166.44466498887547,347.4733169951791,140.1516991039903,1170.8582004713712
2024-06-17,683.9319543070203,218.633541144246,114.22236148438876,187.0543180128075,139.0800574457759,168.48356795852925,365.6217889741898,140.54099367014533,1230.2924857895466
2024-06-17,683.9319543070203,218.633541144246,114.22236148438876,187.0543180128075,139.0800574457759,168.48356795852925,365.6217889741898,140.54099367014533,1230.2924857895466
2024-06-18,707.9515213139492,213.42996742981234,112.93192065099002,186.2074287834975,139.43343675247098,168.53567692723172,383.9504837571192,142.56457982309217,1275.4886870927492
2024-06-18,707.9515213139492,213.42996742981234,112.93192065099002,186.2074287834975,139.43343675247098,168.53567692723172,383.9504837571192,142.56457982309217,1275.4886870927492
2024-06-20,682.8876173587695,223.29883464315395,112.895058227602,185.94044372816242,139.0546487985939,167.23661164978998,382.3287221298971,140.21460751599804,1272.202966865382
2024-06-20,682.8876173587695,223.29883464315395,112.895058227602,185.94044372816242,139.0546487985939,167.23661164978998,382.3287221298971,140.21460751599804,1272.202966865382
2024-06-21,660.9043956300511,222.5396862335274,114.62792605921031,187.64255827073114,138.8682247504645,166.7885239338612,373.42179640816437,136.55911059923048,1255.0395258560932
2024-06-21,660.9043956300511,222.5396862335274,114.62792605921031,187.64255827073114,138.8682247504645,166.7885239338612,373.42179640816437,136.55911059923048,1255.0395258560932
2024-06-24,616.7292174455956,221.18703469373506,112.71070158634573,186.7622978502265,138.41680947370423,164.8897049020411,354.1148476772588,133.62165521882065,1146.5132122556495
2024-06-24,616.7292174455956,221.18703469373506,112.71070158634573,186.7622978502265,138.41679376933033,164.8897049020411,354.1148476772588,133.62165521882065,1146.5132122556495
2024-06-25,658.3980015784764,221.18703469373506,113.33748893617124,188.13065851928664,138.9498403816447,166.77531016262265,361.29704939053585,137.8646552158196,1168.88944960488
2024-06-25,658.3980015784764,221.18703469373506,113.33748893617124,188.13065851928664,138.94982467727078,166.77531016262265,361.29704939053585,137.8646552158196,1168.88944960488
2024-06-26,660.0167416062551,217.4465141799799,112.60009576438325,188.63545737152378,139.12325374216755,167.11973454840245,355.8653522275035,136.55911059923048,1152.308290586441
2024-06-26,660.0167416062551,217.4465141799799,112.60009576438325,188.63545737152378,139.12325374216755,167.11973454840245,355.8653522275035,136.55911059923048,1152.308290586441
2024-06-27,647.4325106282876,220.11043147455203,112.78444498492017,188.92332837483343,139.34258180046007,167.55112114223735,358.9286945890907,137.342448039539,1234.382406765562
2024-06-27,647.4325106282876,220.11043147455203,112.78444498492017,188.92332837483343,139.34258180046007,167.55112114223735,358.9286945890907,137.342448039539,1234.382406765562
2024-06-28,645.0828047241058,223.8923584772543,114.18548792992169,186.4619155875282,138.7942617834532,166.68137325285696,355.0158804941701,138.19104136996688,1135.9350894218771
2024-06-28,645.0828047241058,223.8923584772543,114.18548792992169,186.4619155875282,138.7942617834532,166.68137325285696,355.0158804941701,138.19104136996688,1135.9350894218771
2024-07-01,649.05132900014,217.6535659483878,113.70618737724507,190.5420141001843,139.07990040203683,167.65898648728603,367.655518001207,138.1257588039599,1126.188853459032
2024-07-01,649.05132900014,217.6535659483878,113.70618737724507,190.5420141001843,139.07990040203683,167.65898648728603,367.655518001207,138.1257588039599,1126.188853459032
2024-07-02,640.5399504896791,226.79089689955404,114.55419008135522,191.60583075880615,140.015886235703,169.41934241835702,369.3287202177049,137.8646552158196,1160.6405517815058
2024-07-02,640.5399504896791,226.79089689955404,114.55419008135522,191.60583075880615,140.01587053132909,169.41934241835702,369.3287202177049,137.8646552158196,1160.6405517815058
2024-07-03,669.8334629579557,226.22498383264252,115.14410387671366,192.22744304715565,140.64071487298614,170.83180793040012,367.26929185158065,134.92718649746595,1174.2686399556355
2024-07-03,669.8334629579557,226.22498383264252,115.14410387671366,192.22744304715565,140.64069916861223,170.83180793040012,367.26929185158065,134.92718649746595,1174.2686399556355
2024-07-05,657.0404293547723,237.267082288492,118.05681414047757,195.06014306651963,141.45170032659357,172.6130460303264,357.71889774222234,134.14386239510122,1173.6863579647857
2024-07-05,657.0404293547723,237.267082288492,118.05681414047757,195.06014306651963,141.45170032659357,172.6130460303264,357.71889774222234,134.14386239510122,1173.6863579647857
2024-07-08,669.4156174523646,246.63907439499275,125.32015116747395,194.50946134408363,141.61493158895397,173.023550455306,375.7643706678205,136.36328290812526,1246.8320809649244
2024-07-08,669.4156174523646,246.63907439499275,125.32015116747395,194.50946134408363,141.61493158895397,173.023550455306,375.7643706678205,136.36328290812526,1246.8320809649244
2024-07-09,686.0206177576454,244.4444628479419,127.53233439319757,191.71430769135418,141.75264401606626,173.17314763745102,375.1723402500293,138.71324854624748,1241.6608484680437
2024-07-09,686.0206177576454,244.4444628479419,127.53233439319757,191.71430769135418,141.75265972044016,173.17314763745102,375.1723402500293,138.71324854624748,1241.6608484680437
2024-07-10,704.453040588341,253.9130636540951,128.5646751867656,194.51363609990793,143.15534993993296,174.97874442354984,375.24956138109417,139.36600751659824,1247.719409399695
2024-07-10,704.453040588341,253.9130636540951,128.5646751867656,194.51363609990793,143.15533423555905,174.97874442354984,375.24956138109417,139.36600751659824,1247.719409399695
2024-07-11,665.2384054557559,251.12492689268157,123.51353251657184,189.6951252904899,141.92096607005914,171.14143254557973,362.2495620883433,138.3868623921002,1232.801843892971
2024-07-11,665.2384054557559,251.12492689268157,123.51353251657184,189.6951252904899,141.92096607005914,171.14143254557973,362.2495620883433,138.3868623921002,1232.801843892971
2024-07-12,674.8462406152286,250.66943895111552,127.16363966248343,189.21534853741443,142.81612851248562,172.1468491818222,359.28914019692803,138.19104136996688,1261.5555524746985
2024-07-12,674.8462406152286,250.66943895111552,127.16363966248343,189.21534853741443,142.81612851248562,172.1468491818222,359.28914019692803,138.19104136996688,1261.5555524746985
2024-07-15,670.6689137139786,248.2125734249513,127.05301157836291,189.38639351614304,143.2088856356749,172.60954784593304,353.2395954021365,139.95350392785775,1244.530680715375
2024-07-15,670.6689137139786,248.2125734249513,127.05301157836291,189.38639351614304,143.2089013400488,172.60954784593304,353.2395954021365,139.95350392785775,1244.530680715375
2024-07-16,659.8079024204715,245.0655767452965,126.610588290513,187.53408175779867,144.0581333803318,172.6756600362781,345.6198107720806,139.88822803082266,1215.804783030639
2024-07-16,659.8079024204715,245.0655767452965,126.610588290513,187.53408175779867,144.0581333803318,172.6756600362781,345.6198107720806,139.88822803082266,1215.804783030639
2024-07-17,616.1026528818006,220.05520994017434,127.05301157836291,185.03096085611892,142.03829833902378,167.6067922481548,322.21984347842533,135.84106239390084,1131.720463052821
2024-07-17,616.1026528818006,220.05520994017434,127.05301157836291,185.03096085611892,142.0382826346499,167.6067922481548,322.21984347842533,135.84106239390084,1131.720463052821
2024-07-18,632.2897658979841,215.00346507950857,128.5646751867656,183.71683172967502,140.94673390716616,166.81357596647095,322.65744997017634,134.92718649746595,1111.3406765562179
2024-07-18,632.2897658979841,215.00346507950857,128.5646751867656,183.71683172967502,140.94673390716616,166.81357596647095,322.65744997017634,134.92718649746595,1111.3406765562179
2024-07-19,615.7893288163971,209.22016325273282,121.59630062298794,182.35678196762623,140.01077948224784,165.33500909762085,323.81586647492,133.6869311158557,1104.6444059337307
2024-07-19,615.7893288163971,209.22016325273282,121.59630062298794,182.35678196762623,140.01076352042517,165.33500909762085,323.81586647492,133.6869311158557,1104.6444059337307
2024-07-22,645.0828047241058,215.1414788878459,123.0342245431759,184.78899789994549,141.45427738860639,167.7981317514653,331.4099334297794,134.40496598324154,1090.0873145709136
2024-07-22,645.0828047241058,215.1414788878459,123.0342245431759,184.78899789994549,141.45427738860639,167.7981317514653,331.4099334297794,134.40496598324154,1090.0873145709136
2024-07-23,640.1222251116677,212.56039527510265,121.48570222174482,185.58582950323228,141.23237252574984,167.20669675645757,325.09403074108263,134.07859316703806,1085.8449882157217
2024-07-23,640.1222251116677,212.56039527510265,121.48570222174482,185.58582950323228,141.23237252574984,167.20669675645757,325.09403074108263,134.07859316703806,1085.8449882157217
2024-07-24,596.5736584974514,199.62734436000048,116.87697912904129,178.93167952298296,138.03170501468384,161.2089547733264,299.95962916987884,130.88002086054414,986.4965756273394
2024-07-24,596.5736584974514,199.62734436000048,116.87697912904129,178.93167952298296,138.03170501468384,161.2089547733264,299.95962916987884,130.88002086054414,986.4965756273394
2024-07-25,586.2869719393987,190.9178919634738,114.66479590331767,174.5512117557129,137.31251729041912,159.43118270664823,287.844471927041,126.9634270246082,964.3837099681131
2024-07-25,586.2869719393987,190.9178919634738,114.66479590331767,174.5512117557129,137.3125015860452,159.43118270664823,287.844471927041,126.9634270246082,964.3837099681131
2024-07-26,590.359902750979,193.22292725560777,115.58654200600225,177.41728338588717,138.8503742837592,161.06631097528478,293.3466556374215,128.98699983961123,987.370054069042
2024-07-26,590.359902750979,193.22292725560777,115.58654200600225,177.41728338588717,138.8503742837592,161.06631097528478,293.3466556374215,128.98699983961123,987.370054069042
2024-07-29,582.6840481176765,192.89165740062074,113.66931753313769,178.0263970033167,138.9319742105655,161.38984270814015,287.25034595616796,126.70231009852407,967.3229308193539
2024-07-29,582.6840481176765,192.89165740062074,113.66931753313769,178.0263970033167,138.9319899149394,161.38984270814015,287.25034595616796,126.70231009852407,967.3229308193539
2024-07-30,541.6419121156028,191.083516539,111.08843215598057,176.4369081329518,138.22809129974107,159.17375233059983,280.55989196795196,124.09122753431771,923.7626091778733
2024-07-30,541.6419121156028,191.083516539,111.08843215598057,176.4369081329518,138.22807559536713,159.17375233059983,280.55989196795196,124.09122753431771,923.7626091778733
2024-07-31,611.0375936126808,199.42029259159253,113.33748893617124,174.53036399275996,140.47493821480953,163.88427778172948,293.6566377076074,129.96613829513734,972.7575350062388
2024-07-31,611.0375936126808,199.42029259159253,113.33748893617124,174.53036399275996,140.47493821480953,163.88427778172948,293.6566377076074,129.96613829513734,972.7575350062388
2024-08-01,570.2565784082375,182.93995650545025,107.1065038338219,174.01302870419687,138.4856656872604,159.91476319014538,280.0949254112765,124.54817215150706,931.9839040621101
2024-08-01,570.2565784082375,182.93995650545025,107.1065038338219,174.01302870419687,138.48568139163427,159.91476319014538,280.0949254112765,124.54817215150706,931.9839040621101
2024-08-02,560.1265329911333,182.88475567500714,79.19613944496359,170.41689386929363,135.90729712203523,156.11919398280975,264.2341477761506,117.69410959721745,866.0058228199085
2024-08-02,560.1265329911333,182.88475567500714,79.19613944496359,170.41689386929363,135.90728141766132,156.11919398280975,264.2341477761506,117.69410959721745,866.0058228199085
2024-08-05,524.5148634637764,186.08697388903965,74.14498564369082,164.85160866299643,131.94916389128116,151.4643288040594,253.61724812021686,113.25529524705706,844.0731873007071
2024-08-05,524.5148634637764,186.08697388903965,74.14498564369082,164.85160866299643,131.94916389128116,151.4643288040594,253.61724812021686,113.25529524705706,844.0731873007071
2024-08-06,544.3571453529612,179.68253746097466,73.11263742940345,166.7122569249051,133.16569729444967,152.91158360263353,244.5502876290674,112.6025029318468,855.3167891307362
2024-08-06,544.3571453529612,179.68253746097466,73.11263742940345,166.7122569249051,133.1656815900758,152.91158360263353,244.5502876290674,112.6025029318468,855.3167891307362
2024-08-07,516.4735650643091,177.5983482787446,70.45973026056186,166.21996933205656,132.2756101967305,151.25557316514164,227.03624958445835,109.14284037515635,683.0722306945793
2024-08-07,516.4735650643091,177.5983482787446,70.45973026056186,166.21996933205656,132.27559449235662,151.25557316514164,227.03624958445835,109.14284037515635,683.0722306945793
2024-08-08,548.116752099138,188.15736734951142,76.02526977561415,167.99718919636302,135.33345852722906,155.88263494207857,236.25825480924846,112.99417832097296,706.9735061694163
2024-08-08,548.116752099138,188.15736734951142,76.02526977561415,167.99718919636302,135.33345852722906,155.88263494207857,236.25825480924846,112.99417832097296,706.9735061694163
2024-08-09,546.9679772777115,185.32782547941306,73.13118551742728,169.38643581339775,135.93022293344785,156.69671172554155,239.07392637153754,113.18999934310628,705.3375710522668
2024-08-09,546.9679772777115,185.32782547941306,73.13118551742728,169.38643581339775,135.93023863782176,156.69671172554155,239.07392637153754,113.18999934310628,705.3375710522668
2024-08-12,569.2644447277597,188.77848124686605,71.83256705130111,169.71601493108196,136.00165620901677,157.03417189367988,246.10016392725927,112.21086088758017,750.0069319284624
2024-08-12,569.2644447277597,188.77848124686605,71.83256705130111,169.71601493108196,136.00165620901677,157.03417189367988,246.10016392725927,112.21086088758017,750.0069319284624
2024-08-13,606.4425778939869,194.79642628556633,75.95105887172045,172.71977293725885,138.23827365535232,160.93062091081552,258.1636788838372,116.19273728952308,786.6768334950783
2024-08-13,606.4425778939869,194.79642628556633,75.95105887172045,172.71977293725885,138.23828935972622,160.93062091081552,258.1636788838372,116.19273728952308,786.6768334950783
2024-08-14,616.5726180881529,194.27191970760194,73.91036475989429,173.9087391159418,138.6743998230462,160.98280431640868,265.93904785245235,116.06219216442484,800.0693192846251
2024-08-14,616.5726180881529,194.27191970760194,73.91036475989429,173.9087391159418,138.6743998230462,160.98280431640868,265.93904785245235,116.06219216442484,800.0693192846251
2024-08-15,641.5321207307246,203.39545493700987,76.76734542131413,175.96500672587192,141.05130675850683,165.04974316861376,284.692977505626,122.45932343946893,868.8340357687508
2024-08-15,641.5321207307246,203.39545493700987,76.76734542131413,175.96500672587192,141.05130675850683,165.04974316861376,284.692977505626,122.45932343946893,868.8340357687508
2024-08-16,650.5133495428962,205.05176556460037,77.43521016312039,174.89508172263913,141.3675392995971,165.26195435671048,287.5086883595353,121.87182035923752,871.759337307639
2024-08-16,650.5133495428962,205.05176556460037,77.43521016312039,174.89508172263913,141.3675392995971,165.26195435671048,287.5086883595353,121.87182035923752,871.759337307639
2024-08-19,678.8146134260537,214.32712964777627,79.84694024261671,176.17398243914494,142.71922377223905,167.43283603036826,288.9811051574993,123.2426342038898,864.5778455566339
2024-08-19,678.8146134260537,214.32712964777627,79.84694024261671,176.17398243914494,142.71922377223905,167.43283603036826,288.9811051574993,123.2426342038898,864.5778455566339
2024-08-20,664.4551579675061,215.87301653028365,77.8804496139649,177.540639888395,142.48715225814516,167.08145826048505,285.98459260313246,122.52458599856017,846.9568834049632
2024-08-20,664.4551579675061,215.87301653028365,77.8804496139649,177.540639888395,142.48715225814516,167.08145826048505,285.98459260313246,122.52458599856017,846.9568834049632
2024-08-21,670.9821959958762,217.81919190417636,79.43880067817955,177.26480639843663,142.97679815975837,167.860745757417,288.54194009814364,123.2426342038898,864.7996395397198
2024-08-21,670.9821959958762,217.81919190417636,79.43880067817955,177.26480639843663,142.97681412158101,167.860745757417,288.54194009814364,123.2426342038898,864.7996395397198
2024-08-22,646.1271364494185,209.385787828259,74.57822950170055,173.67470311848555,141.85465550976798,165.19934035075877,281.5156815868911,122.52458599856017,838.5137668099266
2024-08-22,646.1271364494185,209.385787828259,74.57822950170055,173.67470311848555,141.85465550976798,165.19934035075877,281.5156815868911,122.52458599856017,838.5137668099266
2024-08-23,675.5250136697351,213.91304681489495,76.2107914698089,174.19294813371732,143.3619028762275,166.99100870157469,289.34272951394513,125.39677881987873,850.1871759323444
2024-08-23,675.5250136697351,213.91304681489495,76.2107914698089,174.19294813371732,143.3619028762275,166.99100870157469,289.34272951394513,125.39677881987873,850.1871759323444
2024-08-26,660.3300291110909,207.0255503254196,74.68953658164193,172.81374082044144,143.0201514998891,165.36979803468296,288.46445964238495,125.2009377908297,779.855802024123
2024-08-26,660.3300291110909,207.0255503254196,74.68953658164193,172.81374082044144,143.0201514998891,165.36979803468296,288.46445964238495,125.2009377908297,779.855802024123
2024-08-27,669.9379426146373,207.7294772006685,74.46691871139952,172.96001966553789,143.21653804239506,165.86381995207677,288.9552460324697,124.67873061454911,759.2402606405102
2024-08-27,669.9379426146373,207.7294772006685,74.46691871139952,172.96001966553789,143.21653804239506,165.86381995207677,288.9552460324697,124.67873061454911,759.2402606405102
2024-08-28,655.8916545333458,202.0151926300287,72.76015697047649,171.60591166069807,142.38514076444346,163.98168072474328,288.18029740560837,124.02596497522644,614.8481769028143
2024-08-28,655.8916545333458,202.0151926300287,72.76015697047649,171.60591166069807,142.38514076444346,163.98168072474328,288.18029740560837,124.02596497522644,614.8481769028143
2024-08-29,614.0139476476695,200.81436994400428,74.68953658164193,172.65911246369637,142.39786851587093,163.74164481722593,286.0620940144219,121.9371162631883,622.2376265076944
2024-08-29,614.0139476476695,200.81436994400428,74.68953658164193,172.65911246369637,142.39786851587093,163.74164481722593,286.0620940144219,121.9371162631883,622.2376265076944
2024-08-30,623.3085370858124,205.05176556460037,81.77633098486118,174.3392269788138,143.75720565268176,165.6933514346145,298.46139253850555,126.44121984832759,606.8210176070983
2024-08-30,623.3085370858124,205.05176556460037,81.77633098486118,174.3392269788138,143.75720565268176,165.6933514346145,298.46139253850555,126.44121984832759,606.8210176070983
